@RELATION genre_model
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {blues,classical,country,disco,hiphop,jazz,metal,pop,reggae,rock}

@DATA
0.087717,0.047874,2.970880,0.222700,0.234988,0.755546,0.016839,0.140483,-24.882694,1.747417,0.673928,0.293559,0.465510,0.138562,0.256130,0.192308,0.111358,0.038793,0.094224,0.050120,-0.004122,0.007463,0.001452,0.065277,0.005150,0.014781,0.004676,0.145461,0.001276,0.001265,0.007234,0.063141,0.001819,0.051740,0.066169,0.044027,0.289998,0.057788,0.018942,0.654380,0.015832,0.160257,1.238870,0.576230,0.444570,0.429637,0.288241,0.248432,0.229278,0.210472,0.196110,0.215605,0.166931,0.169891,0.173576,0.009766,0.001974,0.038814,0.007934,0.014923,0.004081,0.106517,0.001977,0.001427,0.008560,0.069650,0.002606,0.026099,200.000000,0.140562,hiphop
0.150303,0.015836,3.101523,0.246321,0.221422,1.389764,0.006567,0.252082,-24.384094,1.139203,0.449663,0.347778,0.074018,0.347374,-0.062798,0.149884,-0.041449,-0.038470,-0.049928,-0.007151,0.076502,0.009098,0.004124,0.067764,0.008569,0.017830,0.008500,0.046532,0.003948,0.004221,0.009739,0.021730,0.002769,0.025766,0.054041,0.012605,0.201143,0.041551,0.017839,0.543852,0.003833,0.132269,1.000191,0.626522,0.503951,0.402862,0.369483,0.328261,0.288564,0.298935,0.318001,0.254554,0.281184,0.247042,0.271243,0.008788,0.005435,0.055300,0.010080,0.017158,0.009145,0.048170,0.006640,0.005747,0.011013,0.019218,0.004014,0.016461,150.000000,0.098492,hiphop
0.117766,0.024397,3.122181,0.243715,0.222684,1.161500,0.007188,0.222123,-24.457954,1.040625,0.393344,0.210572,-0.024161,0.454253,0.180951,0.034417,-0.097826,-0.107347,0.111723,0.151491,0.148972,0.004599,0.001407,0.172245,0.004882,0.012673,0.008606,0.059309,0.004631,0.004505,0.004041,0.018553,0.002032,0.055434,0.058531,0.018157,0.151668,0.050587,0.022133,0.590370,0.004895,0.156464,1.141527,0.521760,0.513411,0.323369,0.299719,0.257956,0.252577,0.279051,0.273493,0.291438,0.264533,0.236535,0.265723,0.006901,0.001564,0.121916,0.005547,0.013544,0.012996,0.062153,0.008282,0.007851,0.005152,0.019958,0.002699,0.029048,171.428571,0.119417,hiphop
0.104577,0.029028,3.104168,0.209081,0.217764,1.001644,0.008071,0.163127,-23.689525,1.370811,0.182601,0.442472,0.037044,0.378105,-0.019046,0.079802,-0.134655,0.048958,0.099559,-0.000714,0.061721,0.008417,0.003827,0.125726,0.009779,0.014140,0.006484,0.056542,0.005825,0.005348,0.009113,0.025321,0.003178,0.041521,0.047431,0.024268,0.170720,0.037982,0.018595,0.457522,0.005551,0.100718,0.954634,0.513743,0.437539,0.386283,0.372940,0.315122,0.272939,0.271831,0.248944,0.267715,0.292276,0.258588,0.250528,0.008427,0.004391,0.100032,0.012718,0.012342,0.007134,0.064822,0.009573,0.008468,0.009226,0.021011,0.004637,0.026931,150.000000,0.095285,hiphop
0.138657,0.026968,3.077622,0.239566,0.219863,1.244195,0.007505,0.235572,-24.088866,1.161981,0.682765,0.281475,0.240239,0.386570,0.087008,0.172380,0.124160,0.096372,0.073180,0.090032,0.037965,0.007409,0.003048,0.066714,0.004654,0.016322,0.004521,0.075752,0.002471,0.003545,0.011734,0.045332,0.002636,0.034556,0.061486,0.021419,0.193956,0.038599,0.018810,0.603641,0.005105,0.143212,1.087008,0.598311,0.483480,0.350101,0.331403,0.292345,0.286373,0.285027,0.269264,0.251132,0.266987,0.240347,0.208558,0.008515,0.004214,0.053108,0.005630,0.015421,0.004355,0.070117,0.004189,0.004729,0.013008,0.040538,0.003524,0.021485,200.000000,0.100691,hiphop
0.072737,0.041387,3.096088,0.210717,0.245938,0.567274,0.010929,0.093538,-24.364716,2.109438,0.574413,0.556399,0.212180,0.549288,0.230026,0.154904,0.004954,0.036341,0.003675,0.016876,0.061558,0.007703,0.001759,0.091732,0.004962,0.020142,0.006802,0.134758,0.001810,0.001890,0.019326,0.032039,0.001820,0.050177,0.040765,0.026732,0.119306,0.042744,0.019991,0.392951,0.007590,0.094446,1.094202,0.506011,0.558554,0.345828,0.413874,0.358660,0.288585,0.281829,0.297920,0.285027,0.252715,0.263393,0.248002,0.008430,0.002448,0.048216,0.006946,0.016420,0.008028,0.111456,0.003541,0.002755,0.022552,0.030049,0.003424,0.024224,150.000000,0.098826,hiphop
0.152430,0.015294,3.077215,0.282679,0.240809,1.280602,0.008331,0.296168,-26.448558,1.635301,1.035122,0.380571,0.307602,0.347559,0.101697,0.020290,-0.033956,0.147079,0.058771,0.179131,-0.029390,0.006280,0.001477,0.049142,0.004926,0.018624,0.005373,0.092311,0.001816,0.004001,0.011499,0.057557,0.001891,0.037802,0.072913,0.024908,0.198581,0.052312,0.014232,0.715098,0.006351,0.192817,1.522234,0.645510,0.534978,0.358601,0.365286,0.335987,0.274701,0.278149,0.279824,0.312103,0.268407,0.290501,0.243423,0.006845,0.002536,0.037018,0.006077,0.016848,0.006855,0.083627,0.003014,0.006351,0.011693,0.049450,0.002920,0.021388,240.000000,0.087255,hiphop
0.054124,0.034917,3.118784,0.175673,0.216375,0.490624,0.011621,0.079123,-24.514118,1.748111,0.203969,0.269206,0.032891,0.419540,0.183759,0.324491,0.038321,0.016778,-0.022561,-0.119014,0.015638,0.006043,0.003038,0.101934,0.008476,0.010189,0.004908,0.193715,0.001945,0.003114,0.006207,0.017832,0.002426,0.063240,0.030468,0.024416,0.146902,0.038950,0.026186,0.333345,0.008248,0.068040,1.286308,0.531694,0.586027,0.454285,0.399700,0.375945,0.313628,0.262153,0.245037,0.271708,0.271062,0.273225,0.281864,0.009248,0.006020,0.065632,0.012641,0.014220,0.005163,0.105021,0.004342,0.005343,0.006425,0.013661,0.004148,0.024684,150.000000,0.107495,hiphop
0.157759,0.015133,3.097981,0.250829,0.215022,1.477587,0.004649,0.293448,-24.427073,0.964982,0.666842,0.438657,0.325952,0.284010,0.227655,0.214658,0.088360,0.056449,-0.134331,-0.036241,0.048010,0.017482,0.003332,0.057902,0.005281,0.018552,0.004380,0.062822,0.001982,0.003253,0.009536,0.032996,0.002769,0.027982,0.056815,0.013570,0.174901,0.043580,0.017758,0.561411,0.002667,0.137853,0.896862,0.487006,0.389237,0.306031,0.260944,0.250644,0.225634,0.224107,0.217920,0.219093,0.231864,0.189156,0.185604,0.020370,0.003044,0.050043,0.005142,0.015827,0.003721,0.051204,0.002303,0.003479,0.008257,0.026919,0.003242,0.015372,109.090909,0.137235,hiphop
0.083297,0.019669,3.090902,0.166150,0.179833,0.822679,0.010491,0.138472,-23.981884,1.508075,-0.033629,0.272350,0.243288,0.324754,0.115682,0.226302,0.021125,0.087566,-0.049566,-0.031645,-0.057427,0.010690,0.006425,0.049534,0.009170,0.014807,0.006925,0.049882,0.005020,0.004955,0.029708,0.034282,0.005686,0.026211,0.032190,0.013223,0.185488,0.032279,0.023011,0.440602,0.005428,0.070797,1.194893,0.625206,0.668901,0.458900,0.458960,0.340759,0.306689,0.269811,0.284690,0.268473,0.283637,0.272884,0.275201,0.012243,0.010266,0.040720,0.010119,0.015508,0.008513,0.042102,0.008783,0.006437,0.025172,0.032136,0.008134,0.012630,200.000000,0.111216,hiphop
0.116233,0.030420,3.124243,0.234100,0.234627,0.932911,0.007671,0.192583,-24.056507,1.901441,0.433527,0.336575,0.190389,0.233723,0.104657,-0.057534,-0.131085,-0.007878,0.085991,0.116609,0.084104,0.008040,0.002289,0.063135,0.011051,0.024104,0.010155,0.081753,0.004300,0.005324,0.013182,0.050221,0.002223,0.036794,0.047819,0.019864,0.137199,0.037947,0.016111,0.442747,0.004656,0.114964,0.848085,0.447230,0.482505,0.342774,0.404745,0.317401,0.283074,0.264310,0.268622,0.272521,0.283241,0.267347,0.220789,0.008997,0.003797,0.041139,0.014004,0.022332,0.010516,0.063080,0.006931,0.006967,0.012806,0.049538,0.003261,0.016557,150.000000,0.115653,hiphop
0.100699,0.031456,3.067965,0.227006,0.220961,0.945652,0.009394,0.163830,-24.570342,1.268897,0.825043,0.330109,0.337734,0.359686,0.110718,0.152874,0.011275,0.046215,0.086305,0.071963,0.097357,0.004449,0.001625,0.061729,0.003453,0.013003,0.005794,0.156660,0.002259,0.002375,0.009242,0.037912,0.001490,0.049885,0.058680,0.025538,0.177974,0.045860,0.018028,0.626145,0.007706,0.141001,1.085126,0.634505,0.536423,0.378450,0.355956,0.262541,0.251918,0.252613,0.238232,0.244142,0.239220,0.233327,0.245878,0.005624,0.002146,0.040005,0.004778,0.014583,0.006345,0.104458,0.003809,0.003372,0.010343,0.045797,0.002333,0.025111,200.000000,0.101053,hiphop
0.101784,0.048503,3.056449,0.185711,0.189917,0.978691,0.010894,0.166496,-24.567262,1.251351,0.029031,0.113797,-0.114613,0.119656,-0.101437,-0.194084,-0.308027,-0.046643,0.018799,0.391044,0.131318,0.008330,0.004523,0.055258,0.007852,0.014996,0.022366,0.079117,0.003533,0.008691,0.007241,0.014532,0.003755,0.032591,0.066899,0.077947,0.304297,0.063930,0.028469,0.660036,0.007453,0.135702,1.580291,1.078061,0.671034,0.493406,0.436046,0.415897,0.355365,0.326640,0.333321,0.303727,0.284108,0.299951,0.248509,0.011874,0.006785,0.061982,0.013324,0.015116,0.025877,0.083456,0.005398,0.013756,0.007141,0.018103,0.006181,0.023705,240.000000,0.095289,hiphop
0.078542,0.008015,3.180449,0.147647,0.176474,0.712374,0.006824,0.125698,-26.489886,2.169730,-0.543327,0.208727,-0.262787,0.010417,-0.066012,-0.031578,-0.032662,-0.023758,-0.020887,-0.008598,-0.023289,0.019743,0.006785,0.019405,0.009620,0.021648,0.010470,0.045258,0.003709,0.009973,0.016940,0.029423,0.009045,0.022504,0.028511,0.007208,0.107359,0.035668,0.028845,0.310099,0.003433,0.054701,1.222409,0.531122,0.268243,0.264275,0.236664,0.240529,0.249870,0.243458,0.256008,0.262544,0.227220,0.211614,0.183181,0.015841,0.007322,0.014880,0.008291,0.016538,0.009174,0.033672,0.003827,0.010723,0.013553,0.023534,0.009196,0.010631,120.000000,0.115468,jazz
0.059228,0.011663,3.161444,0.128713,0.174806,0.519003,0.006900,0.089038,-25.995233,2.686295,-0.099461,0.420553,-0.137420,0.107303,0.057673,-0.121199,-0.167099,0.141119,0.056146,0.077983,0.053173,0.013878,0.002839,0.034293,0.015818,0.022158,0.009765,0.049077,0.005015,0.008339,0.023512,0.044636,0.003553,0.026124,0.019399,0.006651,0.101296,0.030006,0.030098,0.232879,0.003506,0.033004,1.113247,0.527872,0.262525,0.233954,0.247743,0.213251,0.216250,0.241755,0.243543,0.217364,0.229612,0.191985,0.175137,0.013462,0.003317,0.026078,0.013133,0.016714,0.008784,0.037958,0.006885,0.007171,0.015123,0.028989,0.003273,0.009426,150.000000,0.092090,jazz
0.057945,0.009523,3.226050,0.123848,0.151849,0.574704,0.005230,0.106261,-25.465624,2.361513,-0.347333,0.429990,-0.385808,0.055507,-0.400895,0.084681,-0.179451,-0.190502,-0.058438,-0.045441,-0.047304,0.023996,0.006202,0.024729,0.045562,0.037843,0.014866,0.018416,0.001080,0.004756,0.015983,0.015218,0.005324,0.029791,0.010353,0.003492,0.078695,0.021740,0.030980,0.155435,0.004224,0.020963,0.841754,0.448422,0.282302,0.251274,0.229602,0.236041,0.243139,0.208341,0.195639,0.193514,0.201231,0.223055,0.212069,0.014152,0.006200,0.015843,0.026657,0.026562,0.015872,0.013039,0.001050,0.004183,0.011493,0.008928,0.004822,0.008428,300.000000,0.085297,jazz
0.044697,0.017676,3.186498,0.103200,0.154494,0.270937,0.005248,0.064796,-25.493266,3.314661,-0.693422,0.331346,-0.217668,-0.034754,-0.139382,0.098346,-0.037098,0.035893,0.120958,0.152517,0.005551,0.018087,0.003320,0.017807,0.028834,0.026406,0.023551,0.031322,0.001237,0.005593,0.025635,0.058641,0.004964,0.027553,0.008408,0.009126,0.075985,0.022455,0.034250,0.109504,0.003927,0.014218,0.948559,0.440791,0.323710,0.286005,0.217863,0.239860,0.204391,0.205768,0.202694,0.182368,0.191713,0.185466,0.162832,0.013342,0.002812,0.011506,0.020292,0.015008,0.018161,0.016681,0.001247,0.005634,0.016063,0.030082,0.003796,0.007515,171.428571,0.082854,jazz
0.047847,0.033351,3.266386,0.119601,0.170340,0.249872,0.009349,0.063961,-25.160528,2.740783,-0.450244,-0.017532,-0.068511,-0.070297,-0.298560,-0.068589,0.203607,0.232048,0.042315,0.121013,0.056537,0.021175,0.014269,0.015255,0.035516,0.011623,0.007290,0.056922,0.002648,0.013542,0.028382,0.054869,0.006636,0.045173,0.011761,0.013156,0.051127,0.026541,0.030986,0.122154,0.008010,0.016485,0.870802,0.503246,0.392782,0.293370,0.236731,0.244176,0.233935,0.260109,0.252869,0.241927,0.245265,0.217491,0.174138,0.017110,0.008784,0.013435,0.012829,0.007707,0.006109,0.039381,0.003019,0.013210,0.025872,0.033504,0.007289,0.010995,400.000000,0.093886,jazz
0.057940,0.023479,3.147986,0.137059,0.177673,0.449778,0.014384,0.082598,-25.697835,2.154463,-0.379374,0.507059,0.107988,0.165949,0.176854,0.392886,0.267290,0.113614,0.092266,0.077242,0.088380,0.014529,0.003691,0.043233,0.011874,0.041279,0.004195,0.036230,0.004162,0.004351,0.007447,0.043134,0.007178,0.034593,0.022263,0.016390,0.205613,0.027918,0.028239,0.268966,0.012274,0.034820,1.554907,0.688712,0.582621,0.397513,0.338227,0.355962,0.351618,0.379483,0.362073,0.368460,0.329300,0.280033,0.224906,0.014177,0.005692,0.043544,0.012496,0.042625,0.005685,0.035710,0.007670,0.007820,0.009979,0.054010,0.009048,0.014364,200.000000,0.103522,jazz
0.048107,0.019549,3.199862,0.132482,0.171399,0.491925,0.009367,0.095711,-25.129086,2.473041,0.244478,0.077097,0.100223,-0.079446,0.044924,-0.005441,-0.252250,0.198255,0.263697,0.209242,0.026663,0.012073,0.001273,0.041662,0.024045,0.031345,0.008961,0.039195,0.005088,0.012631,0.020735,0.048271,0.002374,0.035147,0.017494,0.011176,0.132530,0.030091,0.029523,0.245246,0.007857,0.040886,1.377475,0.576242,0.471032,0.360540,0.291691,0.281345,0.248454,0.266864,0.272772,0.285201,0.264632,0.271879,0.235782,0.018583,0.001499,0.040492,0.024302,0.031802,0.009903,0.031443,0.008169,0.017242,0.019338,0.038295,0.003056,0.010122,133.333333,0.092238,jazz
0.064942,0.033458,3.231737,0.129848,0.161826,0.514701,0.011590,0.090624,-25.407050,2.210623,-0.969289,0.127296,-0.158268,0.200008,0.268710,0.292971,-0.109237,0.062345,0.136504,0.029244,0.098446,0.004349,0.005578,0.016728,0.005427,0.024238,0.005759,0.048653,0.017322,0.006912,0.008389,0.024527,0.003722,0.027940,0.015892,0.019108,0.115893,0.026234,0.029154,0.230687,0.012229,0.021135,1.119980,0.738687,0.484064,0.375698,0.310454,0.306035,0.254687,0.344495,0.304834,0.358251,0.302782,0.249304,0.164269,0.003816,0.006306,0.015537,0.005882,0.020311,0.007242,0.042330,0.022607,0.008583,0.008958,0.023517,0.004456,0.012470,240.000000,0.084589,jazz
0.046391,0.020578,3.140192,0.131934,0.175342,0.452433,0.009174,0.073561,-24.984958,2.157530,0.588754,0.658076,-0.050160,0.090430,0.001339,0.057595,0.130170,0.042731,0.044564,0.044431,-0.056752,0.013084,0.002133,0.043699,0.015653,0.035275,0.008332,0.076287,0.000672,0.006833,0.015703,0.058403,0.003330,0.042523,0.018549,0.011016,0.130120,0.027807,0.028133,0.255270,0.007550,0.045938,0.991172,0.559822,0.335128,0.280757,0.340695,0.246413,0.228474,0.228810,0.219061,0.237657,0.229098,0.212791,0.221797,0.014549,0.002801,0.036340,0.016234,0.034994,0.011965,0.057343,0.000901,0.009319,0.016433,0.045165,0.003723,0.012650,109.090909,0.112527,jazz
0.031712,0.025805,3.219114,0.099206,0.164728,0.142852,0.007631,0.056122,-25.486939,3.488824,-0.367362,0.500970,0.221950,-0.113364,-0.242863,-0.142054,-0.143938,-0.009319,0.010695,0.038333,0.104531,0.025387,0.002836,0.045922,0.033849,0.014963,0.038763,0.046614,0.001105,0.008024,0.012726,0.052851,0.009031,0.042633,0.007596,0.011660,0.080634,0.025943,0.034417,0.070456,0.006787,0.014589,0.772926,0.471826,0.325073,0.277919,0.249144,0.209586,0.236982,0.225985,0.217466,0.209419,0.220595,0.207348,0.209845,0.017690,0.002822,0.030824,0.020860,0.011539,0.018203,0.040006,0.001951,0.006635,0.009462,0.039568,0.007179,0.010474,150.000000,0.071974,jazz
0.033077,0.008740,3.110494,0.106090,0.155718,0.380637,0.008012,0.065985,-27.222498,2.733150,0.514755,0.636200,-0.256327,0.180964,0.095451,0.054545,-0.114397,0.129128,0.007483,0.077047,-0.066596,0.031938,0.004292,0.059041,0.015440,0.028468,0.008925,0.056304,0.000898,0.009013,0.019789,0.039428,0.005037,0.040048,0.010832,0.005021,0.155134,0.025333,0.035102,0.155982,0.008035,0.022111,1.245219,0.506383,0.273916,0.254362,0.292546,0.211283,0.194476,0.199491,0.186407,0.175250,0.170455,0.163885,0.164197,0.018453,0.003094,0.035420,0.010586,0.027818,0.005534,0.033313,0.000796,0.008467,0.015647,0.028715,0.003004,0.009960,171.428571,0.088999,jazz
0.076982,0.014725,3.187613,0.170398,0.197754,0.713266,0.006899,0.111063,-24.895660,2.008499,-0.122045,0.060757,-0.181561,0.218805,0.019666,0.086826,-0.160313,0.095214,0.080152,0.150942,-0.016848,0.011146,0.007894,0.056691,0.013347,0.012955,0.015004,0.040770,0.004108,0.006927,0.005684,0.034247,0.005050,0.028139,0.022735,0.010109,0.123716,0.026864,0.025391,0.303977,0.004829,0.047165,1.205607,0.528191,0.360560,0.284834,0.265441,0.258908,0.218297,0.242666,0.281249,0.272947,0.253413,0.278334,0.252219,0.012437,0.009260,0.049780,0.015084,0.011847,0.015307,0.036722,0.006771,0.006591,0.005065,0.032323,0.005951,0.013123,200.000000,0.089568,jazz
0.063835,0.009000,3.152809,0.157630,0.195730,0.560472,0.006282,0.092573,-25.521883,2.344791,0.068649,0.206127,-0.151258,0.092158,-0.052911,0.206980,-0.050418,-0.009877,-0.052398,-0.031045,0.000431,0.020188,0.005891,0.052848,0.017509,0.016695,0.015658,0.044128,0.001067,0.006288,0.013614,0.043574,0.005865,0.030053,0.020317,0.007333,0.137874,0.027669,0.025430,0.295105,0.004714,0.043931,1.390482,0.535446,0.322089,0.258792,0.269724,0.237147,0.236608,0.221115,0.224264,0.236807,0.236126,0.228695,0.189517,0.015446,0.005496,0.049178,0.017478,0.012284,0.017230,0.037387,0.001383,0.005638,0.012230,0.038544,0.005985,0.012399,150.000000,0.086910,jazz
0.061128,0.012038,3.141715,0.168327,0.217152,0.368999,0.009079,0.062785,-25.435990,2.562763,0.052500,0.078624,0.130059,0.066410,0.070080,0.148567,0.092526,0.070689,-0.020570,0.093865,0.065574,0.019140,0.008839,0.076000,0.013194,0.015870,0.009042,0.065460,0.001912,0.003932,0.006788,0.047417,0.005371,0.038995,0.017725,0.008130,0.130336,0.023269,0.018413,0.159136,0.005337,0.023418,0.818521,0.332161,0.286000,0.254010,0.285485,0.255709,0.278459,0.323054,0.367878,0.282653,0.324044,0.253303,0.186111,0.025116,0.013926,0.053358,0.017373,0.015232,0.013819,0.053630,0.003047,0.003998,0.006801,0.040546,0.006520,0.013907,150.000000,0.110169,jazz
0.065067,0.012746,3.212472,0.130359,0.157895,0.530245,0.006560,0.102215,-26.935406,2.101510,-0.591837,-0.162171,-0.465847,-0.157538,-0.238505,0.038226,-0.129433,0.072587,0.113612,0.184443,0.042689,0.007566,0.016346,0.015712,0.016097,0.009625,0.015059,0.031050,0.004401,0.012599,0.009857,0.013422,0.011562,0.023498,0.017067,0.008394,0.123536,0.024783,0.029620,0.231064,0.006446,0.030819,1.457117,0.613909,0.347535,0.312549,0.295846,0.274330,0.271506,0.266591,0.262781,0.268231,0.258479,0.228128,0.188600,0.006558,0.018492,0.012738,0.014437,0.008975,0.015684,0.020588,0.006754,0.009861,0.010304,0.009985,0.011709,0.008736,240.000000,0.081143,jazz
0.073664,0.011772,3.154073,0.167196,0.195889,0.712318,0.008364,0.110688,-25.070572,1.917315,-0.044558,0.114651,-0.151676,0.214064,-0.003697,0.043335,-0.038881,0.134963,0.110665,0.082863,-0.039380,0.013178,0.006917,0.056507,0.012503,0.011975,0.009202,0.049807,0.005271,0.005901,0.008162,0.041797,0.007184,0.030275,0.024209,0.008486,0.153896,0.023058,0.023872,0.370420,0.004999,0.053345,1.241257,0.664135,0.377008,0.267453,0.337053,0.261056,0.264180,0.284900,0.331818,0.293717,0.264349,0.277676,0.244167,0.013731,0.011098,0.050707,0.014598,0.012752,0.011446,0.044548,0.010182,0.006586,0.009654,0.039890,0.009110,0.014228,171.428571,0.099585,jazz
0.069829,0.010792,3.226796,0.145009,0.173942,0.660554,0.005871,0.111807,-26.161312,2.043273,-0.216704,0.062558,-0.394934,-0.027422,-0.141343,0.142901,-0.005245,0.101981,-0.005097,0.098779,0.053185,0.012592,0.009554,0.023362,0.021680,0.018058,0.018868,0.043927,0.004113,0.008625,0.015403,0.026606,0.006896,0.029600,0.019954,0.006791,0.090770,0.023380,0.022001,0.281660,0.005776,0.036496,1.149848,0.545618,0.378079,0.298163,0.284350,0.257132,0.257670,0.244194,0.250332,0.275350,0.277432,0.245837,0.193191,0.012746,0.011745,0.022558,0.017243,0.013635,0.016866,0.041964,0.006084,0.008679,0.012895,0.027287,0.007242,0.012626,200.000000,0.091657,jazz
0.084313,0.006049,3.037553,0.181572,0.208142,0.677904,0.007962,0.123300,-26.824425,2.160055,0.064759,0.084093,-0.092843,0.120317,-0.019857,-0.100830,-0.192798,-0.050859,-0.039348,0.000458,-0.052551,0.014119,0.004199,0.070506,0.028511,0.017670,0.007956,0.052925,0.004531,0.006365,0.009051,0.034593,0.003833,0.033670,0.029933,0.007285,0.275731,0.031116,0.021827,0.351722,0.005547,0.069717,1.730765,0.541969,0.343826,0.257147,0.260976,0.256363,0.246101,0.251324,0.270688,0.258144,0.286314,0.269483,0.235089,0.015215,0.005300,0.046621,0.025263,0.015308,0.007256,0.046422,0.007851,0.006097,0.009773,0.030728,0.004662,0.013190,200.000000,0.131791,jazz
0.087575,0.007655,3.190520,0.183219,0.198686,0.932443,0.006189,0.139567,-25.303476,1.446622,0.044081,0.438216,-0.098344,0.127696,0.127318,0.237872,0.091671,0.001811,-0.053781,-0.043641,0.080616,0.022162,0.007141,0.079558,0.015343,0.010956,0.008443,0.028394,0.001565,0.003082,0.007845,0.036673,0.005271,0.029223,0.023544,0.005322,0.108856,0.017438,0.016241,0.301120,0.004061,0.047600,0.687892,0.430242,0.312054,0.249712,0.236199,0.224293,0.249610,0.239514,0.244494,0.258312,0.287818,0.277751,0.259023,0.022463,0.009982,0.050382,0.016680,0.009349,0.008977,0.023024,0.002387,0.003144,0.007700,0.037982,0.005982,0.012780,171.428571,0.107463,jazz
0.055515,0.022535,3.213868,0.133852,0.175591,0.548788,0.005768,0.091712,-24.618510,2.227944,-0.149622,0.381386,-0.093505,0.324415,0.172824,0.100136,-0.024249,0.277950,0.211972,0.119223,0.048004,0.007158,0.004007,0.039091,0.009412,0.022716,0.013897,0.057206,0.007848,0.007500,0.024135,0.038519,0.002079,0.031310,0.012486,0.009628,0.086128,0.020096,0.022126,0.169695,0.003956,0.024861,0.784926,0.396959,0.351414,0.246270,0.249359,0.234163,0.228118,0.222399,0.270668,0.253039,0.258045,0.239134,0.231589,0.008521,0.005505,0.032047,0.008224,0.018084,0.009780,0.032909,0.006851,0.006779,0.014715,0.030918,0.002226,0.009005,200.000000,0.078977,jazz
0.033220,0.006858,3.125355,0.124682,0.184420,0.239245,0.011198,0.044035,-28.004594,2.622674,0.509482,0.370783,-0.091822,0.189118,0.095680,0.201381,0.123169,0.153790,0.071500,0.009196,-0.031092,0.019438,0.012873,0.070329,0.012668,0.028403,0.008034,0.057279,0.002196,0.003123,0.011241,0.060393,0.003894,0.048002,0.016030,0.006140,0.160586,0.027500,0.028460,0.178808,0.009811,0.024638,1.407034,0.513033,0.396917,0.283364,0.297822,0.243597,0.237201,0.229737,0.277497,0.281499,0.252831,0.279769,0.213417,0.021822,0.016417,0.058231,0.020107,0.029908,0.010411,0.047954,0.004146,0.004249,0.015892,0.047030,0.005013,0.014179,240.000000,0.086860,jazz
